"India is reporting less severe coronavirus disease (Covid-19) cases  said Union health minister Harsh Vardhan during the 19th group of ministers’ (GoM) meeting held on Friday  as only 0.28% of patients are being currently on ventilator support across the country.  “Out of the total active cases  only 0.28% of patients are on ventilator support  1.61% patients on intensive care unit (ICU) support  and 2.32% are on oxygen support ” the minister said.  India’s case recovery rate is also improving steadily  and with over one million recoveries the current national recovery rate is 64.54%  he cited.  Delhi has recorded the highest recovery rate at 89.08%  followed by Haryana (79.82%). Karnataka has the lowest recovery rate at 39.36%.  “…this shows that the active cases under medical supervision are 33.27%  or approximately one-third of total Covid-19 positive cases. India’s case fatality rate (CFR) is also progressively reducing and currently stands at 2.18%  one of the lowest globally ” said the health minister.  The government aims to reduce the CFR further and bring down the national average to 1% or below.  The government is laying emphasis on reducing mortality in high-case load districts/ cities  and cities showing recent upsurge such as Pune  Thane  Bengaluru  and Hyderabad  etc.  The GoM also reviewed the distribution of confirmed Covid-19 cases along with locality and active cases in the containment zones across rural and urban India.  It has been found that the maximum caseload  which was about 80% of the cases  is restricted to 50 out of about 740 districts in the country.  In moderate caseload districts/cities  the efforts are on to focus on preventing spill-over from the high-burden areas; limiting local spread; early identification of cases; strengthening contact tracing with the use of technology; and community involvement.  In low-burden districts  the efforts are aimed at preventing infection among the population from other areas; strengthening influenza-like illness (ILI)/severe acute respiratory illness (SARI) surveillance and targeted testing; rigorous contact tracing with targets to be set by the local administration such as 15-20 contacts for every Covid-19 patient and prior identification of the high-risk population.  “This three-pronged strategy will help in controlling the disease spread. However  our main concern should be protecting the areas  where no Covid-19 cases are being reported  and also ensuring there is no increase in caseload in low disease-burden areas. The key is to strengthen community engagement  as it will help in sending the message across effectively ” said Jugal Kishore  head  community medicine  Safdarjung Hospital.  On the rapidly expanding testing capacity of India  Harsh Vardhan highlighted that to date  through a network of 1 331 laboratories  including 911 and 420 government-run and private ones  respectively  a record 6 42 588 tests were conducted in the past 24 hours.  The country has carried out over 10.8 million tests since the viral outbreak was first reported.  “The more you test  the better it will in controlling the disease transmission  as you would be picking up cases early who would otherwise be roaming within the community and exposing the vulnerable population to the virus ” says Dr. T Jacob John  former head  virology department  Christian Medical College  Vellore  Tamil Nadu.  The domestic production capacities of various sectors involved in Covid-19 management such as for manufacturing personal protective equipment (PPE) kits  masks  ventilators  and drugs such as hydroxychloroquine (HCQ) have also been ramped up over the past three months.  In terms of healthcare logistics  cumulatively 268.25 lakh N-95 masks  120.40 lakh PPEs  and 1083.77 lakh HCQ tablets have been distributed to all states and Central institutions.  ",delhi,ht
"India’s coronavirus lockdown made little difference to Bollywood superstars but for the industry’s vast army of low-paid  unskilled workers it meant unemployment  hunger and homelessness -- with no end in sight even as shoots gradually resume. Fahim Shaikh used to earn 800 rupees ($11) a day as a “spot boy” on sets  doing odd jobs such as making tea. When Bollywood hit pause on productions in March  the 23-year-old could no longer pay rent. “I just wandered up and down  asking strangers for help and sleeping outside cafes ” he told AFP. Like many starry-eyed newcomers  he came to Mumbai in pursuit of an acting career before his dreams gave way to the pressures of the daily grind in India’s most expensive city. The hugely successful Hindi film industry is tentatively coming back to life but with strict rules including curbs on the number of people allowed on set. This means that jobs for people like Shaikh are now few and far between. “I am ready to do anything  I desperately need work ” he said. - ‘The littlest players’ - The lockdown cast a spotlight on India’s extreme inequality with well-heeled citizens able to hibernate safely at home while watching shocking scenes of a huge migrant worker exodus play out on their television and smartphone screens. That chasm between the haves and have-nots is perhaps even more pronounced in Bollywood  where jet-setting megastars rub shoulders with tens of thousands of extras  spot boys and other junior crew members who exist on the margins of the glamorous industry. “The spot boys are considered the littlest players  till food arrives late on a set ” actress Richa Chadha wrote on her blog highlighting the “disastrous” effects of the lockdown. During her half-century-long stint as an extra  Sayeda Mumani has worked alongside virtually every major actor  from 1970s matinee idol Rajesh Khanna to superstar Shah Rukh Khan. In a good month  the 68-year-old scraped together around 14 000 rupees. But her income dried up after shoots came to a standstill  and she has not worked for months. Unlike the younger Shaikh -- who has few industry contacts -- Mumani’s long association with leading studios meant that she could count on at least a little help  with top actors such as Amitabh Bachchan and Salman Khan sending her grocery vouchers and cash. But relying on the piecemeal generosity of individuals has severe limitations  as Mumani found out  when mounting medical and household expenses left her with a debt of 100 000 rupees. “I feel so useless and helpless ” she told AFP. - No safety net - Despite generating billions of dollars in revenue  the world’s most prolific film industry has no established scheme to protect its most vulnerable members. The vast majority of the tens of thousands of industry workers lack access to medical insurance or pension plans. Director Anubhav Sinha  who paid salaries to his production staff and offered financial aid to other crew members during the lockdown  said the absence of a safety net reflected the fact that the industry’s workforce is largely freelance. “My employees... comprise about 10 percent of the entire size of my film unit. Ninety percent are freelancers who work on the production and then move on ” he told AFP. And although the industry is home to multiple unions  they lack the deep pockets to look after their members  said Amit Behl  senior joint secretary of the Cine & TV Artists Association. The organisation  which has more than 9 000 members including top stars  had to request donations to support actors who “are virtually living hand to mouth”  Behl told AFP. “We produce twice the content of other filmmaking countries but we are not structured ” he said. Furthermore  he warned that fresh restrictions  which include a ban on filming crowd scenes  hiring large crews or actors over 65  meant that the crisis was set to worsen  leaving workers like Mumani fearing for their future. “We can’t carry on like this ” she said  bursting into tears. “I feel like I am dying already.” (This story has been published from a wire agency feed without modifications to the text. Only the headline has been changed.) Follow more stories on Facebook and Twitter ",mumbai,ht
"The Pune district reported 3 658 new coronavirus cases on Thursday  taking the case tally to 81 771  a health official said. The death toll due to the pandemic in the district rose to 1 922 with 64 patients dying  he said. “Of the 3 658 new cases  2 402 are from the Pune Municipal Corporation limits where 51 629 cases have been recorded so far ” the official said. Click here for coronavirus coverage  “However  1 315 patients were also discharged from the hospitals on recovery ” he added. 893 new coronavirus cases were found in the Pimpri Chinchwad area where the case count now stands at 20 686. ",pune,ht
"NOIDA: A 105-year-old woman from Afghanistan was discharged from a hospital in Greater Noida on Friday after recovering from Covid-19 in a fortnight  officials said. Rabia Ahmed was admitted to the private Sharda Hospital on July 16 in a "life-threatening condition" after getting infected with the novel coronavirus and spent a week on ventilator  they said.  She had tested positive for the infection at a private hospital in Noida after which she was brought to Sharda Hospital  a dedicated Covid-19 facility. She was tested again on Thursday and the result came out to be negative  paving the way for her discharge on Friday ahead of the Islamic festival of Bakrid  hospital officials said.  Ahmed  who hails from Kabul in Afghanistan  had come to visit her grandchildren who are living in Noida earlier this year but eventually got stuck in the lockdown  they said.  "When the patient was brought  she had fever  severe breathlessness and pneumonia. She was also suffering from Alzheimer's. She was unable to identify any relatives also when she was admitted here " Dr Ashutosh Niranjan  the medical superintendent of Sharda Hospital  said.  "She had urinal infection and her ECG was also abnormal. The patient was in a critical state and immediately shifted on ventilator support. She was suffering from acute respiratory distress syndrome (ARDS) " Niranjan said.  The treatment started in compliance with the protocols laid by the Indian Council for Medical Research (ICMR) and the hospital's own norms for Covid-19  he said.  "Her condition started improving after ventilator support for seven days. She was given a diet with high-level protein. After this  she was taken off ventilator support and the woman even started recognizing the health care staff who were attending her in the ICU " Niranjan said.  "Now her condition is much better. She is also eating properly. She was discharged from the hospital on Friday after the report of her Covid-19 test done on Thursday came negative " the senior doctor said.  The woman's grandson Ahmad Fawad  who came to take her back from the hospital on Friday  said  "Before Bakrid  the hospital has given my family a gift for a lifetime."  "Everyone in the family will recite the festival prayer together and celebrate Eid " Fawad said  as his eyes welled up with joy.  Hospital spokesperson Ajit Kumar said Gautam Buddh Nagar's Additional Chief Medical Officer V K Singh and Additional District Magistrate Diwakar Singh were present during the woman's discharge and gave her gifts  wishing her well.  "The hospital staff also presented flowers to the 105-year-old woman as she left the hospital defeating coronavirus after a 15-day fight " Kumar added.  He said 21 other Covid-19 patients were discharged from the hospital after recovery on Friday. ",delhi,toi
"MUMBAI: The Bombay high court on Friday directed BrihanMumbai Municipal Corporation (BMC) to issue a circular before the day ends on "regulatory steps and procedures" to be followed while making the sacrifice of water buffaloes at Deonar Abattoir in Mumbai for Bakra-Eid that begins on Saturday. The Eid is scheduled to begin on August 1 and will be celebrated till August 3. Usually during Bakra-Eid about 15 000 sacrifices would take place at the abattoir  said a Publlic interest litigation but during the pandemic given financial difficulties the number of sacrifices would be less than 40 percent. The bench of chief justice Dipankar Datta and Justice Sarang Kotwal was hearing the PIL filed by Al-quraish Human Welfare Association and others who sought its intervention after pointing to a July 25 order where the court in one matter had restricted all slaughter to take place at the abattoir alone. The PIL petitioners Mohammad Asif Qureshi and Haji Kudratullah Quereshi through their lawyer Asif Ali said since the abattoir is closed  sans a special order  sacrificing water buffaloes there will not be possible. The bench asked special civic counsel Anil Sakhare what the situation was asked for information on the number of sacrifices that can be permitted at the abattoir. The bench said BMC should later the same day bring out a circular with all details and regulations. The BMC is in the process of finalizing its circular now. The PIL said for commercial trading of buffallo meat the Deona Abattoir was permitting 150 to be slaughtered each day during the lockdown and on general days more than 6 000 water buffaloes would be slaughtered each week at the abattoir. The PIL said that on July 17 due to Covid-19 with no sale or trade permitted at the Deonar abattoir  people purchased water buffaloes for sacrifice online. Due to the Covid-19 situation the trading of water buffaloes stopped for a time being at Deonar abattoir. However on July 17 the government vide notification permitted the online purchase of all types of cattles. As per we purchase the cattle (buffaloes) through whatsapp and other social network but where will a muslim go to sacrifice them and hence had filed PIL seeking court’s directions?" ask petitioner Mohammed Qureshi. The petitioner also had stated that they are well aware about the pandemic of covid as well its infection and the BMC should issue guidelines in all circumstances social distancing to be maintained and the activity of sacrificing be restricted and immediately after scar. Imran Qureshi the Vice President of All India Jamiatul Qureshi Jamat said  "Its a major relief for the muslims particularly poor who cannot afford to buy goats wanted to perform the qurbani (sacrifice) buying their share in buffaloes where seven person can contribute.Due to the pandemic the financial condition is already under strain." ",mumbai,toi
"MUMBAI: In a major lapse the state government has selected only 14 out of 36 districts for pre-recruitment training of minority candidates for the post of police constables. According to the notification issued by minority development department on Thursday  all the 14 districts and as many NGOs  one for each district  selected for 2020-2021 are the same which were selected to hold training camps in 2019-2020. NGOs and social activists involved in motivating minority youths to join the pre-recruitment training are dismayed at this “cut-and-paste” job and demanded that the training camps be held all the 36 districts after proper advertisements in Marathi  English and Urdu dailies. NGOs and activists working to persuade minority youths for the training were shocked to see that all the 14 districts—Wardha  Gadchiroli  Amravati  Nanded  Jalna  Pune  Yuvatmal  Parbhani  Solapur  Aurangabad  Buldhana  Nasik  Beed and Akola—selected were the same which were selected for the purpose in 2019-2020 too. Interestingly  districts with high minority population like Mumbai (city and suburbs)  Thane  Raigadh  Jalgaon have been left out. “They have just copied t the previous BJP government’s list. There seems to be nepotism and high-handedness in the entire process of selection ” alleged activist M A Khalid who  along with activists like Salim Alware and Afroz Malik have initiated a campaign to prepare minority youths to join the training camps. Minority development department’s principal secretary Jayshree Mukherjee said: “No irregularities have been done. These were the NGOs which qualified for selection.” While minority development minister Nawab Malik couldn’t be contacted  former minister Arif Naseem Khan said: “If the recruitment is for the entire state  how can just 14 districts be selected for holding coaching and training camps?” Congress MLA Amin Patel has volunteered to intervene. “I have asked the minority department to include all the 36 districts in the list and give the task of training to credible  efficient NGOs. I will follow it ” said MLA Amin Patel. Meanwhile  former minority commission chairman Naseem Siddiqui has written to home minister Anil Deshmukh  demanding that the minimum number of candidates for training in a district be reduced from 100 to 25. ",pune,toi
"NOIDA: A 105-year-old woman from Afghanistan was discharged from a hospital in Greater Noida on Friday after recovering from Covid-19 in a fortnight  officials said. Rabia Ahmed was admitted to the private Sharda Hospital on July 16 in a "life-threatening condition" after getting infected with the novel coronavirus and spent a week on ventilator  they said.  She had tested positive for the infection at a private hospital in Noida after which she was brought to Sharda Hospital  a dedicated Covid-19 facility. She was tested again on Thursday and the result came out to be negative  paving the way for her discharge on Friday ahead of the Islamic festival of Bakrid  hospital officials said.  Ahmed  who hails from Kabul in Afghanistan  had come to visit her grandchildren who are living in Noida earlier this year but eventually got stuck in the lockdown  they said.  "When the patient was brought  she had fever  severe breathlessness and pneumonia. She was also suffering from Alzheimer's. She was unable to identify any relatives also when she was admitted here " Dr Ashutosh Niranjan  the medical superintendent of Sharda Hospital  said.  "She had urinal infection and her ECG was also abnormal. The patient was in a critical state and immediately shifted on ventilator support. She was suffering from acute respiratory distress syndrome (ARDS) " Niranjan said.  The treatment started in compliance with the protocols laid by the Indian Council for Medical Research (ICMR) and the hospital's own norms for Covid-19  he said.  "Her condition started improving after ventilator support for seven days. She was given a diet with high-level protein. After this  she was taken off ventilator support and the woman even started recognizing the health care staff who were attending her in the ICU " Niranjan said.  "Now her condition is much better. She is also eating properly. She was discharged from the hospital on Friday after the report of her Covid-19 test done on Thursday came negative " the senior doctor said.  The woman's grandson Ahmad Fawad  who came to take her back from the hospital on Friday  said  "Before Bakrid  the hospital has given my family a gift for a lifetime."  "Everyone in the family will recite the festival prayer together and celebrate Eid " Fawad said  as his eyes welled up with joy.  Hospital spokesperson Ajit Kumar said Gautam Buddh Nagar's Additional Chief Medical Officer V K Singh and Additional District Magistrate Diwakar Singh were present during the woman's discharge and gave her gifts  wishing her well.  "The hospital staff also presented flowers to the 105-year-old woman as she left the hospital defeating coronavirus after a 15-day fight " Kumar added.  He said 21 other Covid-19 patients were discharged from the hospital after recovery on Friday. ",delhi,toi
"MUMBAI: The Bombay high court on Friday directed BrihanMumbai Municipal Corporation (BMC) to issue a circular before the day ends on "regulatory steps and procedures" to be followed while making the sacrifice of water buffaloes at Deonar Abattoir in Mumbai for Bakra-Eid that begins on Saturday. The Eid is scheduled to begin on August 1 and will be celebrated till August 3. Usually during Bakra-Eid about 15 000 sacrifices would take place at the abattoir  said a Publlic interest litigation but during the pandemic given financial difficulties the number of sacrifices would be less than 40 percent. The bench of chief justice Dipankar Datta and Justice Sarang Kotwal was hearing the PIL filed by Al-quraish Human Welfare Association and others who sought its intervention after pointing to a July 25 order where the court in one matter had restricted all slaughter to take place at the abattoir alone. The PIL petitioners Mohammad Asif Qureshi and Haji Kudratullah Quereshi through their lawyer Asif Ali said since the abattoir is closed  sans a special order  sacrificing water buffaloes there will not be possible. The bench asked special civic counsel Anil Sakhare what the situation was asked for information on the number of sacrifices that can be permitted at the abattoir. The bench said BMC should later the same day bring out a circular with all details and regulations. The BMC is in the process of finalizing its circular now. The PIL said for commercial trading of buffallo meat the Deona Abattoir was permitting 150 to be slaughtered each day during the lockdown and on general days more than 6 000 water buffaloes would be slaughtered each week at the abattoir. The PIL said that on July 17 due to Covid-19 with no sale or trade permitted at the Deonar abattoir  people purchased water buffaloes for sacrifice online. Due to the Covid-19 situation the trading of water buffaloes stopped for a time being at Deonar abattoir. However on July 17 the government vide notification permitted the online purchase of all types of cattles. As per we purchase the cattle (buffaloes) through whatsapp and other social network but where will a muslim go to sacrifice them and hence had filed PIL seeking court’s directions?" ask petitioner Mohammed Qureshi. The petitioner also had stated that they are well aware about the pandemic of covid as well its infection and the BMC should issue guidelines in all circumstances social distancing to be maintained and the activity of sacrificing be restricted and immediately after scar. Imran Qureshi the Vice President of All India Jamiatul Qureshi Jamat said  "Its a major relief for the muslims particularly poor who cannot afford to buy goats wanted to perform the qurbani (sacrifice) buying their share in buffaloes where seven person can contribute.Due to the pandemic the financial condition is already under strain." ",mumbai,toi
"MUMBAI: In a major lapse the state government has selected only 14 out of 36 districts for pre-recruitment training of minority candidates for the post of police constables. According to the notification issued by minority development department on Thursday  all the 14 districts and as many NGOs  one for each district  selected for 2020-2021 are the same which were selected to hold training camps in 2019-2020. NGOs and social activists involved in motivating minority youths to join the pre-recruitment training are dismayed at this “cut-and-paste” job and demanded that the training camps be held all the 36 districts after proper advertisements in Marathi  English and Urdu dailies. NGOs and activists working to persuade minority youths for the training were shocked to see that all the 14 districts—Wardha  Gadchiroli  Amravati  Nanded  Jalna  Pune  Yuvatmal  Parbhani  Solapur  Aurangabad  Buldhana  Nasik  Beed and Akola—selected were the same which were selected for the purpose in 2019-2020 too. Interestingly  districts with high minority population like Mumbai (city and suburbs)  Thane  Raigadh  Jalgaon have been left out. “They have just copied t the previous BJP government’s list. There seems to be nepotism and high-handedness in the entire process of selection ” alleged activist M A Khalid who  along with activists like Salim Alware and Afroz Malik have initiated a campaign to prepare minority youths to join the training camps. Minority development department’s principal secretary Jayshree Mukherjee said: “No irregularities have been done. These were the NGOs which qualified for selection.” While minority development minister Nawab Malik couldn’t be contacted  former minister Arif Naseem Khan said: “If the recruitment is for the entire state  how can just 14 districts be selected for holding coaching and training camps?” Congress MLA Amin Patel has volunteered to intervene. “I have asked the minority department to include all the 36 districts in the list and give the task of training to credible  efficient NGOs. I will follow it ” said MLA Amin Patel. Meanwhile  former minority commission chairman Naseem Siddiqui has written to home minister Anil Deshmukh  demanding that the minimum number of candidates for training in a district be reduced from 100 to 25. ",pune,toi
"Delhi Lt Governor Anil Baijal on Friday rejected the AAP government’s decision to allow the reopening of hotels in the city. The decision to reopen hotels  allowed under the MHA guidelines of July 31  was taken on Thursday. However  a formal order was not released. Within 24 hours  Baijal struck down the move  along with the decision to allow weekly bazaars to reopen. Officials in Baijal’s office confirmed the development. However  a formal statement from the L-G office is still awaited. Last month  Baijal  in his capacity as the chairperson of the Delhi Disaster Management Authority (DDMA)  had also overturned the Delhi government’s decisions to limit the scope of testing and reserve hospital beds in state government-run and private facilities only for bonafide residents of the city. After the government issued a brief statement on reopening hotels on Thursday  the hospitality industry had welcomed the move  while pointing out that certain challenges involved in unlocking ranging from staff crunch to renewal of fire safety licenses will have to be ironed out. The government had said that since hotels are no longer attached to hospitals  a decision has been taken to allow their normal functioning along with their hospitality services. According to government estimates  there are around 55 five-star hotels in Delhi  120 four-star facilities  and around 1800 three-star hotels. There are also over 1500 budget hotels in the city. ",delhi,ie
